Order_ID,Customer_ID,Product_ID,Order_Date,Delivery_Date,Region,Country,Store_Name,Customer_Name,Email,Phone,Gender,Age,City,State,Account_Status,Product_Name,Category,Sub_Category,Brand,Supplier_Name,Discount,Price,Quantity,Payment_Mode,Payment_Status,Shipping_Cost,Total_Amount,Return_Status,Profit,Feedback_Score,Sales_Agent,Loyalty_Level,Coupon_Code,Remarks
ORD1012,CUST2051,PROD2742,2023-04-18,2023-04-27,,USA,Target,Ravi,ravi,12345,F,40.0,Delhi,Maharashtra,Inactive,Laptop,,Footwear,Apple,ABC Traders,68.0,78978.0,49.0,Card,Failed,471.0,171053.0,,,2,Sita,VIP,,Delivered
ORD1013,CUST9558,PROD7826,2022-07-16,2023-04-15,South,,Target,,mary@gmail.com,,Mle,47.0,New York,California,Inactive,Shoes,Grocery,Furniture,Nike,,88.0,20141.0,43.0,Cash,Pending,398.0,88776.0,Pending,42820.0,2,,,NEW50,
ORD1014,CUST6000,PROD4816,2023-06-07,2023-05-08,West,UK,Amazon,,ravi,98765 43210,Female,104.0,New York,Maharashtra,Closed,Laptop,Home,Furniture,Apple,ABC Traders,58.0,92285.0,0.0,Online,Failed,778.0,,Not Returned,23788.0,2,Sita,Silver,DISC20,Late
ORD1015,CUST7078,PROD9941,2023-03-02,2023-09-16,South,UK,Amazon,Ravi,ravi,9876543210,Other,94.0,London,,Inactive,Tablet,Fashion,Furniture,Nike,XYZ Corp,8.0,12020.0,39.0,Online,Failed,744.0,173682.0,,6819.0,2,,Silver,NEW50,Late
ORD1016,CUST6169,PROD7414,2023-10-01,2022-09-18,West,,Flipkart,Ravi,amit@yahoo.com,98765 43210,Other,88.0,Chennai,Tamil Nadu,Active,Shoes,,,LG,,3.0,58548.0,39.0,Cahs,,532.0,98139.0,Returned,23470.0,3,Rahul,,NEW50,Delivered
ORD1017,CUST5966,PROD3447,2022-08-05,2023-12-29,,UK,Flipkart,Fatima,mary@gmail.com,12345,Other,-2.0,Chennai,,Inactive,Laptop,,Furniture,Apple,Global Suppliers,4.0,44803.0,,Card,,597.0,199292.0,Returned,,4,,VIP,DISC20,Late
ORD1018,CUST9287,PROD1377,2022-01-19,2021-12-30,North,UK,Flipkart,,,,Male,72.0,Delhi,Tamil Nadu,Inactive,Laptop,Sports,Kitchen,Apple,XYZ Corp,,1562.0,-3.0,,Paid,994.0,84908.0,Returned,40871.0,3,Tom,Silver,SAVE10,
ORD1019,CUST1209,PROD3054,2022-11-04,2023-11-08,West,USA,Flipkart,Priya,john@,,Mle,104.0,Mumbai,,Active,Tablet,Sports,Furniture,Samsung,XYZ Corp,72.0,,15.0,,Pending,267.0,94273.0,Returned,15966.0,2,Sita,Bronze,,
ORD1020,CUST563,PROD3405,2022-03-25,2023-06-14,South,UK,BestBuy,Amit,,,Other,22.0,,California,Actve,Shoes,Grocery,Footwear,Nike,ABC Traders,80.0,12659.0,17.0,Cahs,Failed,396.0,180523.0,Pending,38207.0,2,Rahul,,DISC20,Delivered
ORD1021,CUST2565,PROD6460,2023-07-30,2023-04-04,,,Amazon,Amit,mary@gmail.com,98765 43210,F,65.0,London,,Closed,,,Furniture,Samsung,,5.0,22349.0,14.0,Card,Failed,738.0,7719.0,Not Returned,37339.0,0,Sita,Silver,SAVE10,Delivered
ORD1022,CUST3188,PROD9169,2022-01-17,2021-12-25,West,India,Amazon,Mary,,12345,Other,10.0,Chennai,New York,Closed,,,Footwear,Apple,,72.0,37634.0,0.0,Cahs,Failed,167.0,148311.0,Pending,19536.0,3,Rahul,Bronze,,Late
ORD1023,CUST299,PROD9276,2022-12-13,2023-06-29,North,India,Flipkart,Amit,mary@gmail.com,12345,Male,72.0,Chennai,Maharashtra,Actve,Tablet,Electronics,Mobiles,Nike,Global Suppliers,42.0,30572.0,,Cahs,,179.0,159816.0,Returned,217.0,5,Alex,Silver,NEW50,Damaged
ORD1024,CUST5784,PROD4325,2023-03-20,2023-03-30,North,India,Walmart,,mary@gmail.com,98765 43210,Mle,95.0,,,Active,Tablet,Grocery,,Nike,ABC Traders,44.0,-431.0,46.0,,Failed,279.0,8408.0,Returned,47949.0,1,,Gold,NEW50,
ORD1025,CUST1700,PROD6486,2022-11-17,2023-01-15,East,,Flipkart,Amit,,98765 43210,Female,33.0,New York,,Actve,Tablet,Fashion,Kitchen,,ABC Traders,12.0,73065.0,3.0,Online,Pending,177.0,97130.0,Pending,46048.0,0,Sita,Silver,NEW50,Damaged
ORD1026,CUST316,PROD353,2023-05-19,2022-09-29,East,India,,,ravi,9876543210,Mle,107.0,,Tamil Nadu,Inactive,,Grocery,Furniture,LG,ABC Traders,25.0,22821.0,35.0,Online,Failed,770.0,69822.0,Not Returned,-3800.0,5,Alex,Gold,NEW50,Damaged
ORD1027,CUST177,PROD5145,2022-11-21,2023-12-29,South,USA,Target,Mary,amit@yahoo.com,,Female,85.0,New York,Delhi,Closed,Shoes,,Furniture,Samsung,,7.0,37984.0,5.0,Cash,,727.0,110819.0,Pending,7776.0,2,Tom,Bronze,NEW50,Delivered
ORD1028,CUST8183,PROD3144,2023-10-22,2022-07-05,West,,,Amit,amit@yahoo.com,98765 43210,Female,24.0,Mumbai,Maharashtra,Closed,TV,Electronics,Furniture,,XYZ Corp,34.0,71811.0,37.0,Cash,,185.0,62635.0,Pending,43369.0,4,Tom,Bronze,,
ORD1029,CUST3061,PROD2937,2023-02-09,2022-06-09,West,,Walmart,Amit,amit@yahoo.com,,Other,73.0,Delhi,Tamil Nadu,Closed,,Sports,Furniture,LG,XYZ Corp,77.0,5769.0,-2.0,Online,Failed,121.0,194732.0,Returned,-3707.0,0,Rahul,VIP,,Late
ORD1030,CUST5463,PROD1417,2022-06-28,2024-01-17,East,,Target,John,amit@yahoo.com,9876543210,F,51.0,Mumbai,Tamil Nadu,Active,Laptop,Home,Footwear,,Global Suppliers,60.0,5859.0,0.0,Card,Paid,931.0,18351.0,,25715.0,0,Tom,VIP,DISC20,Late
ORD1031,CUST2894,PROD9625,2023-08-22,2023-03-29,West,UK,Walmart,Fatima,john@,12345,F,50.0,Delhi,Tamil Nadu,Active,Laptop,Sports,,Samsung,XYZ Corp,78.0,28053.0,44.0,,,891.0,122391.0,Returned,16955.0,3,Sita,Bronze,NEW50,
ORD1032,CUST8344,PROD5304,2022-05-04,2023-01-03,West,UK,Target,Mary,mary@gmail.com,,Other,33.0,London,New York,Inactive,Tablet,Electronics,Footwear,Samsung,ABC Traders,97.0,21070.0,0.0,Cahs,Pending,375.0,92648.0,,34394.0,0,,,DISC20,Damaged
ORD1033,CUST6017,PROD5620,2023-11-04,2023-03-25,North,UK,Flipkart,John,john@,98765 43210,Male,36.0,,California,Active,Tablet,Sports,Furniture,Nike,Global Suppliers,34.0,12574.0,37.0,Cash,Paid,844.0,81683.0,Pending,-1293.0,0,Tom,,DISC20,Late
ORD1034,CUST1763,PROD8992,2022-03-05,2022-05-25,East,Australia,Flipkart,Priya,amit@yahoo.com,98765 43210,Female,12.0,Chennai,New York,Active,TV,,Footwear,Nike,Global Suppliers,-4.0,-267.0,11.0,,Failed,182.0,170679.0,,43607.0,5,Sita,VIP,NEW50,
ORD1035,CUST9748,PROD4333,2022-10-02,2023-12-24,,USA,Walmart,Mary,amit@yahoo.com,9876543210,F,69.0,Mumbai,,Active,Phone,Grocery,Furniture,Sony,Global Suppliers,58.0,29571.0,26.0,Cahs,,369.0,82587.0,Returned,18043.0,1,,Gold,NEW50,Delivered
ORD1036,CUST113,PROD5104,2023-06-28,2022-06-28,East,,Target,,,,Mle,16.0,Delhi,Delhi,Actve,Laptop,Grocery,Mobiles,Apple,ABC Traders,94.0,80822.0,18.0,Cahs,Paid,282.0,46749.0,Not Returned,41423.0,1,Alex,Silver,SAVE10,Late
ORD1037,CUST567,PROD9375,2022-07-04,2022-07-26,,,BestBuy,Fatima,amit@yahoo.com,12345,Male,104.0,,Delhi,Actve,Phone,Grocery,Footwear,LG,ABC Traders,77.0,62378.0,5.0,Cahs,,265.0,151935.0,,-113.0,5,Tom,VIP,,Late
ORD1038,CUST3451,PROD9688,2023-11-22,2022-06-07,North,UK,Walmart,Amit,mary@gmail.com,12345,Other,-2.0,London,California,Closed,Tablet,Grocery,,Sony,Global Suppliers,73.0,92627.0,37.0,Cash,Failed,232.0,,,20447.0,4,Sita,Gold,,Late
ORD1039,CUST8384,PROD9191,2022-01-27,2023-03-28,South,,Walmart,,amit@yahoo.com,98765 43210,Male,-3.0,Mumbai,,Active,Laptop,Electronics,Mobiles,LG,Global Suppliers,,89505.0,20.0,Online,Paid,790.0,99285.0,Returned,3979.0,5,,Bronze,NEW50,
ORD1040,CUST3075,PROD7017,2022-01-24,2022-01-07,West,,,Amit,amit@yahoo.com,9876543210,F,55.0,Chennai,California,Active,Laptop,Fashion,Kitchen,LG,,,96716.0,12.0,Cash,,948.0,111221.0,,35825.0,4,Alex,Bronze,NEW50,Damaged
ORD1041,CUST9939,PROD9144,2022-03-15,2023-07-21,North,India,Amazon,John,john@,98765 43210,Other,18.0,London,Tamil Nadu,Closed,Tablet,Grocery,Footwear,Apple,XYZ Corp,63.0,14644.0,24.0,Card,Pending,112.0,193096.0,Not Returned,12973.0,3,Rahul,,SAVE10,Delivered
ORD1042,CUST7162,PROD6430,2023-05-26,2022-09-28,West,,Walmart,John,mary@gmail.com,98765 43210,F,72.0,New York,Delhi,Active,Phone,Sports,Footwear,LG,ABC Traders,76.0,20099.0,37.0,Card,,934.0,23965.0,Not Returned,4377.0,2,Sita,,DISC20,Late
ORD1043,CUST2792,PROD544,2023-02-10,2022-03-24,South,Australia,BestBuy,Priya,ravi,98765 43210,Female,46.0,Chennai,Tamil Nadu,Actve,Phone,Electronics,Kitchen,LG,XYZ Corp,35.0,13138.0,26.0,Cahs,Paid,827.0,71254.0,Not Returned,18118.0,5,Sita,,SAVE10,Late
ORD1044,CUST3529,PROD7704,2023-11-26,2022-11-20,South,UK,Flipkart,Priya,,98765 43210,Male,61.0,New York,California,Active,Shoes,,,,,22.0,32140.0,1.0,Online,Pending,267.0,123572.0,Pending,37567.0,3,Alex,Silver,NEW50,
ORD1045,CUST9619,PROD4423,2023-01-24,2023-10-01,North,USA,Target,Fatima,ravi,9876543210,Female,117.0,London,Delhi,Actve,Shoes,Electronics,Mobiles,Nike,ABC Traders,4.0,36823.0,-1.0,,Failed,785.0,64148.0,Not Returned,20411.0,3,Alex,Bronze,SAVE10,Damaged
ORD1046,CUST7143,PROD6229,2023-06-27,2024-01-16,South,USA,Amazon,Amit,john@,98765 43210,Mle,,London,Tamil Nadu,Actve,TV,Home,Kitchen,Nike,ABC Traders,23.0,99908.0,,Online,Failed,621.0,105444.0,Not Returned,26485.0,5,Alex,Gold,SAVE10,
ORD1047,CUST9292,PROD6687,2022-06-26,2021-12-28,,India,Target,,amit@yahoo.com,,Female,47.0,New York,Maharashtra,Closed,TV,Grocery,,Nike,Global Suppliers,68.0,85991.0,8.0,Cahs,,850.0,23236.0,Not Returned,30620.0,5,Sita,Gold,SAVE10,
ORD1048,CUST9162,PROD8834,2022-11-16,2022-06-04,South,USA,Flipkart,Ravi,,98765 43210,Male,55.0,Delhi,,Inactive,Phone,Sports,Mobiles,Apple,ABC Traders,-6.0,60343.0,14.0,Card,Failed,869.0,40242.0,Pending,22154.0,0,Tom,Gold,NEW50,Damaged
ORD1049,CUST1042,PROD2400,2022-03-07,2022-04-11,West,USA,Walmart,,mary@gmail.com,98765 43210,Mle,115.0,,Maharashtra,Active,Tablet,Fashion,,Nike,Global Suppliers,-2.0,3643.0,13.0,Online,Failed,385.0,113549.0,,3477.0,5,Rahul,Silver,DISC20,Delivered
ORD1050,CUST2651,PROD4752,2023-03-07,2023-05-18,West,UK,,Priya,,12345,F,52.0,London,Tamil Nadu,Inactive,Phone,Fashion,,Sony,Global Suppliers,80.0,48780.0,27.0,Card,Failed,296.0,132716.0,Returned,49989.0,5,Rahul,Silver,SAVE10,Damaged
ORD1051,CUST5159,PROD8293,2023-04-09,2023-09-11,West,UK,BestBuy,Amit,john@,12345,Mle,29.0,Mumbai,New York,Inactive,Laptop,,Furniture,Sony,XYZ Corp,53.0,87657.0,33.0,Cahs,Failed,195.0,75304.0,,45328.0,4,Sita,Bronze,SAVE10,
ORD1052,CUST2564,PROD2964,2023-05-07,2023-05-03,West,Australia,Amazon,,amit@yahoo.com,9876543210,Male,25.0,,Tamil Nadu,Inactive,Shoes,Sports,Footwear,Sony,Global Suppliers,49.0,,40.0,Online,Failed,887.0,108231.0,Returned,3108.0,0,Rahul,VIP,NEW50,Delivered
ORD1053,CUST8899,PROD7909,2022-06-14,2022-02-08,,India,BestBuy,,john@,9876543210,Other,51.0,Mumbai,Delhi,Closed,Shoes,Electronics,Mobiles,Apple,,17.0,5660.0,6.0,Cahs,Paid,552.0,129463.0,Not Returned,21375.0,2,,,SAVE10,Damaged
ORD1054,CUST8242,PROD7501,2023-06-08,2023-11-21,East,USA,BestBuy,Priya,mary@gmail.com,,Mle,110.0,London,California,Inactive,,Sports,Furniture,Samsung,Global Suppliers,-2.0,4024.0,13.0,Online,Pending,223.0,8315.0,Returned,-3319.0,4,Alex,Silver,NEW50,
ORD1055,CUST6083,PROD3711,2022-07-02,2022-01-01,North,Australia,BestBuy,,ravi,98765 43210,F,70.0,,Tamil Nadu,Closed,Phone,Home,Mobiles,Samsung,XYZ Corp,39.0,3181.0,43.0,Cash,Paid,18.0,168819.0,,947.0,3,Sita,Silver,,Late
ORD1056,CUST7374,PROD1453,2022-02-11,2023-09-14,West,India,BestBuy,,amit@yahoo.com,12345,Mle,4.0,New York,Delhi,Active,Laptop,Electronics,Furniture,Sony,,25.0,23915.0,33.0,Card,Pending,689.0,69293.0,Not Returned,43472.0,1,Alex,,SAVE10,Damaged
ORD1057,CUST2684,PROD3558,2022-10-11,2022-02-06,South,USA,Flipkart,Mary,amit@yahoo.com,,Female,78.0,New York,Delhi,Inactive,Phone,,Mobiles,Samsung,ABC Traders,-2.0,89791.0,44.0,Cahs,,864.0,123426.0,Not Returned,38921.0,4,Rahul,Silver,,Late
ORD1058,CUST4346,PROD3617,2022-08-01,2022-08-23,West,USA,BestBuy,John,john@,,Other,12.0,Chennai,Maharashtra,Actve,,Home,Footwear,LG,ABC Traders,20.0,49552.0,38.0,,Paid,471.0,125261.0,Pending,3729.0,0,Alex,Silver,DISC20,Late
ORD1059,CUST8114,PROD7713,2023-03-28,2022-04-11,South,UK,,Amit,john@,9876543210,Male,102.0,New York,Tamil Nadu,Inactive,Phone,Fashion,,Apple,,96.0,38.0,9.0,Card,Failed,105.0,141553.0,,43270.0,0,,Silver,SAVE10,Late
ORD1060,CUST7379,PROD151,2022-08-18,2023-05-16,South,,BestBuy,,john@,12345,Other,50.0,Delhi,,Inactive,Phone,,Footwear,Sony,ABC Traders,34.0,11378.0,3.0,Card,Failed,792.0,198407.0,Returned,22437.0,1,Tom,Silver,,Late
ORD1061,CUST8792,PROD8223,2022-12-03,2023-02-26,West,India,Flipkart,Priya,amit@yahoo.com,98765 43210,Female,30.0,Delhi,New York,Actve,Laptop,Grocery,Mobiles,,Global Suppliers,44.0,19805.0,35.0,Cahs,,300.0,,Returned,47658.0,1,,Silver,,Damaged
ORD1062,CUST7549,PROD1700,2023-02-04,2022-01-14,,USA,Target,John,john@,9876543210,Other,45.0,Mumbai,New York,Active,Shoes,Home,Footwear,Sony,ABC Traders,67.0,82671.0,11.0,Card,Failed,500.0,44176.0,Not Returned,,3,Alex,,DISC20,Delivered
ORD1063,CUST6005,PROD4950,2022-09-26,2023-06-03,South,India,Flipkart,,,,Female,55.0,London,California,Actve,Tablet,Sports,Mobiles,Sony,XYZ Corp,4.0,119.0,2.0,Cahs,Failed,572.0,34050.0,,3930.0,4,Tom,Silver,SAVE10,Damaged
ORD1064,CUST2343,PROD6615,2023-02-04,2023-04-05,South,Australia,,,,,Mle,13.0,Mumbai,California,Active,,Grocery,Kitchen,LG,ABC Traders,30.0,66740.0,-3.0,Cash,Failed,423.0,65579.0,Not Returned,39330.0,0,Rahul,Bronze,DISC20,Damaged
ORD1065,CUST9196,PROD1852,2022-04-17,2022-06-13,West,Australia,,Ravi,,12345,Male,75.0,London,Maharashtra,Closed,TV,Fashion,Kitchen,,,55.0,24398.0,46.0,Card,Paid,253.0,158319.0,Not Returned,16374.0,5,Alex,,DISC20,Damaged
ORD1066,CUST2703,PROD5819,2022-10-03,2023-10-12,South,,Walmart,Priya,amit@yahoo.com,12345,Female,98.0,Mumbai,Tamil Nadu,Closed,Laptop,Sports,Mobiles,Nike,,52.0,17633.0,8.0,,Paid,361.0,16845.0,Pending,47103.0,3,Rahul,Silver,SAVE10,
ORD1067,CUST5617,PROD2331,2023-10-21,2022-09-19,South,USA,Flipkart,Amit,john@,98765 43210,Female,119.0,London,California,Actve,Shoes,Home,Kitchen,Sony,,99.0,59718.0,5.0,Cahs,Pending,832.0,55090.0,Pending,6289.0,0,Alex,Silver,SAVE10,Late
ORD1068,CUST9804,PROD5064,2022-11-23,2023-06-17,West,UK,Target,Mary,mary@gmail.com,12345,Mle,5.0,London,Tamil Nadu,Closed,Phone,Sports,,,,96.0,76870.0,42.0,Cash,Pending,890.0,176112.0,Returned,46797.0,5,Alex,VIP,DISC20,
ORD1069,CUST7066,PROD4463,2022-05-17,2022-06-14,West,USA,Walmart,John,john@,12345,Female,-1.0,Mumbai,,Actve,Tablet,Grocery,Mobiles,Samsung,,85.0,74659.0,6.0,Cash,,630.0,73205.0,Not Returned,44243.0,0,,Gold,,Delivered
ORD1070,CUST6697,PROD6497,2022-05-02,2022-01-21,North,India,Walmart,John,amit@yahoo.com,9876543210,Male,95.0,Chennai,New York,Closed,TV,Sports,Furniture,Nike,,16.0,15269.0,47.0,Online,Pending,,15502.0,Pending,18435.0,3,Tom,Bronze,SAVE10,Late
ORD1071,CUST7762,PROD7096,2022-06-21,2022-07-12,,Australia,Amazon,Mary,,9876543210,F,39.0,Delhi,Delhi,Actve,,Home,Kitchen,LG,,53.0,5721.0,45.0,Cahs,Paid,707.0,58647.0,,21617.0,2,Alex,Gold,DISC20,
ORD1072,CUST4250,PROD6273,2022-07-17,2023-06-25,,India,BestBuy,Amit,amit@yahoo.com,98765 43210,Other,94.0,New York,New York,Actve,TV,Electronics,,Sony,,,6269.0,-2.0,Cahs,Paid,,20210.0,Pending,2471.0,1,Sita,Gold,,Delivered
ORD1073,CUST9573,PROD927,2022-03-30,2023-10-12,South,,Walmart,Fatima,john@,9876543210,Female,39.0,Delhi,Maharashtra,Closed,Laptop,,Mobiles,Nike,Global Suppliers,45.0,89872.0,44.0,Cahs,Failed,587.0,17243.0,Returned,637.0,2,,,,Damaged
ORD1074,CUST1006,PROD2482,2023-07-02,2023-11-28,,Australia,Walmart,Ravi,amit@yahoo.com,98765 43210,Other,42.0,New York,Tamil Nadu,Closed,Phone,Fashion,Furniture,Sony,XYZ Corp,60.0,64680.0,11.0,Online,Pending,714.0,107093.0,Not Returned,,1,Alex,VIP,,Damaged
ORD1075,CUST8385,PROD7853,2023-11-21,2022-03-04,South,UK,,Fatima,mary@gmail.com,9876543210,Other,102.0,London,Delhi,Active,Phone,Fashion,,Sony,XYZ Corp,3.0,77477.0,,Cash,,403.0,157299.0,Pending,32384.0,4,Alex,VIP,SAVE10,Damaged
ORD1076,CUST8773,PROD1812,2022-02-10,2022-05-28,North,Australia,Target,,amit@yahoo.com,,F,8.0,,Delhi,Actve,Tablet,Grocery,Kitchen,LG,,49.0,81707.0,23.0,,,870.0,18590.0,Pending,23265.0,4,Tom,Gold,,Late
ORD1077,CUST5047,PROD8726,2023-06-10,2023-07-28,West,USA,Walmart,Mary,ravi,9876543210,Female,111.0,Mumbai,Maharashtra,Inactive,TV,Sports,Mobiles,Samsung,Global Suppliers,82.0,28919.0,40.0,Online,Failed,492.0,183471.0,,44198.0,2,Alex,Silver,DISC20,Delivered
ORD1078,CUST2324,PROD7232,2022-12-03,2023-05-29,West,USA,Target,Ravi,amit@yahoo.com,98765 43210,Male,22.0,Mumbai,Delhi,Inactive,Laptop,Sports,Kitchen,LG,Global Suppliers,29.0,54600.0,17.0,Cahs,,432.0,30153.0,Not Returned,42594.0,1,Rahul,Bronze,SAVE10,
ORD1079,CUST5197,PROD6142,2022-09-29,2022-10-14,West,Australia,BestBuy,Amit,john@,9876543210,Female,111.0,New York,Tamil Nadu,Inactive,Phone,Home,Furniture,LG,ABC Traders,,12847.0,9.0,Cahs,Paid,721.0,165329.0,Not Returned,39271.0,3,Alex,Silver,NEW50,
ORD1080,CUST7635,PROD1910,2022-03-13,2023-07-01,,,,Priya,ravi,12345,Other,3.0,Mumbai,New York,Actve,TV,Fashion,Mobiles,Samsung,,92.0,69370.0,6.0,Cahs,Paid,995.0,59615.0,Pending,-4025.0,5,Alex,Gold,DISC20,Delivered
ORD1081,CUST7930,PROD7273,2023-04-30,2023-08-04,North,USA,Amazon,Priya,,,Mle,53.0,Mumbai,Tamil Nadu,Active,TV,Fashion,,Nike,Global Suppliers,40.0,260.0,42.0,,Paid,330.0,19771.0,,,5,Alex,Silver,SAVE10,Damaged
ORD1082,CUST3735,PROD5685,2023-07-18,2022-10-07,,USA,Amazon,Fatima,john@,9876543210,F,32.0,Mumbai,California,Active,Shoes,Grocery,Kitchen,LG,Global Suppliers,-6.0,39010.0,27.0,Cahs,Paid,897.0,9090.0,Not Returned,46659.0,2,Rahul,VIP,SAVE10,Damaged
ORD1083,CUST4604,PROD345,2023-04-02,2022-09-27,,UK,BestBuy,Amit,mary@gmail.com,,Male,87.0,Delhi,Delhi,Actve,Tablet,Fashion,Footwear,Sony,,71.0,90993.0,7.0,Online,,391.0,159541.0,Not Returned,4722.0,3,,Bronze,DISC20,Late
ORD1084,CUST375,PROD447,2022-04-11,2023-11-14,North,Australia,BestBuy,Ravi,amit@yahoo.com,,Male,19.0,Mumbai,Delhi,Closed,Phone,Home,,LG,,61.0,65331.0,25.0,Cahs,Paid,,,,3994.0,1,Sita,Silver,NEW50,Damaged
ORD1085,CUST2838,PROD9660,2022-03-03,2023-02-06,North,USA,,Fatima,amit@yahoo.com,,Other,66.0,Chennai,Tamil Nadu,Closed,Shoes,Home,Kitchen,Samsung,XYZ Corp,39.0,32670.0,4.0,Cash,Failed,409.0,129481.0,Pending,12980.0,5,,Bronze,DISC20,Damaged
ORD1086,CUST4056,PROD2984,2023-10-23,2023-05-07,North,,,Mary,john@,,Male,42.0,New York,,Inactive,Tablet,,Footwear,Nike,ABC Traders,60.0,24186.0,29.0,Cash,,953.0,141428.0,Pending,45276.0,1,Rahul,,NEW50,Delivered
ORD1087,CUST3081,PROD6566,2023-01-23,2022-06-05,North,India,Flipkart,Fatima,amit@yahoo.com,12345,Other,13.0,Delhi,Maharashtra,Actve,Shoes,,Furniture,Samsung,ABC Traders,77.0,63432.0,32.0,Cash,Paid,,101985.0,,12101.0,1,,Gold,,Late
ORD1088,CUST5282,PROD1759,2022-01-29,2022-02-07,West,Australia,Walmart,Amit,amit@yahoo.com,12345,Male,-4.0,Delhi,,Inactive,Phone,Fashion,Mobiles,Sony,XYZ Corp,49.0,75390.0,46.0,Cahs,Paid,390.0,128798.0,Pending,22429.0,4,,VIP,SAVE10,Damaged
ORD1089,CUST1975,PROD9615,2022-11-04,2022-04-10,East,UK,Walmart,,,98765 43210,Male,0.0,London,Tamil Nadu,Active,Laptop,Grocery,Furniture,Nike,XYZ Corp,75.0,43719.0,17.0,Online,,413.0,91813.0,,27669.0,3,,Silver,NEW50,Late
ORD1090,CUST5414,PROD8979,2023-07-13,2023-08-05,East,USA,Walmart,Amit,amit@yahoo.com,98765 43210,Other,24.0,London,New York,Actve,Shoes,Home,Furniture,LG,XYZ Corp,9.0,90006.0,41.0,Cash,Pending,684.0,49740.0,Returned,32268.0,0,Rahul,Gold,NEW50,Late
